时间/min,温度,x,y,x*x,"y*y(10e-6),x*y(10e-3)"
0,25.016015015533455,0.20623290214378187,0.0008593298516894165,0.042532009926646706,0.7384477940045545,0.17722208921269403
1,25.841168992738332,1.0313868793486591,0.026645802721806375,1.0637588948925656,709.998802689424,27.482131316983885
2,26.821099841428754,2.0113177280390815,0.006018558901207764,4.045399003124293,36.22305124730721,12.105234215246591
3,27.298327959016298,2.488545845626625,0.009889045018376959,6.1928604257855335,97.79321137548614,24.609341897696652
4,28.136883018399004,3.327100905009331,0.018062790294379974,11.06960043211391,326.2643932187474,60.096725935425376
5,28.936868413514993,4.12708630012532,0.008603389542819665,17.032841328682107,74.01831162549877,35.50693111681248
6,29.427295741981773,4.6175136285921,0.007744188072739651,21.321432110233783,59.97244890596307,35.75889396825573
7,29.891979368846123,5.08219725545645,0.007745266156072006,25.828728943369068,59.98914782839443,39.36297040116887
8,30.369639217686156,5.5598571042964835,0.008176728805262457,30.91201102019608,66.8588939548088,45.461443737844164
9,30.80862592410765,5.998843810717975,0.006456161408787272,35.98612706538936,41.68202013631405,38.729503908099765
10,31.247677182519094,6.437895069129421,0.008178880538260932,41.44649292112092,66.89408685914343,52.654774688268645
11,31.72552928838785,6.915747174998177,0.0077495229906975995,47.82755898849527,60.055106583350664,53.59374173050035
12,32.216370422741846,7.406588309352173,0.00861184815443572,54.85755038423228,74.1639286350579,63.78441386255969
13,32.68143904393199,7.871656930542315,0.006890439218568763,61.96298283215486,47.4781526247905,54.239173629327375
14,33.03028239553517,8.220500282145494,0.004737672501537204,67.57662488875414,22.44554073182179,38.94603813559954
15,33.443785644754286,8.634003531364613,0.009045769139100202,74.5460169796166,81.82593931789762,78.10120269090018
16,33.921948810665185,9.112166697275512,0.006893003057929903,83.03158191893692,47.513491156631,62.81019290868713
17,34.361408424789666,9.551626311399993,0.007755650746219326,91.23356519262863,60.150118497332386,74.0790777296175
18,34.78799403121551,9.978211917825838,0.006463869467975532,99.5647130770416,41.78160849902629,64.49785936062402
19,35.149988976014825,10.340206862625152,0.005602628692001706,106.91987796188029,31.38944826044075,57.93233964977662
20,35.60254761622241,10.792765502832737,0.009482659314917779,116.48378719913637,89.92082768279691,102.34411832916011
21,36.09395229581841,11.284170182428738,0.006897496671615618,127.33249670601383,47.575460334948524,77.83252627524642
22,36.48195757161477,11.672175458225098,0.0060360125215963715,136.23967992759228,36.433447160868184,70.45339722011656
23,36.895884504587684,12.086102391198011,0.007761551910834067,146.07387101052228,60.24168806457196,93.80691110893912
24,37.34867159659224,12.538889483202567,0.0073313511559844596,157.22374947196795,53.74870977235467,91.92700190743852
25,37.73682155570617,12.927039442316499,0.005606980814479812,167.10834874320645,31.43823385394469,72.48166214109241
26,38.1250227956542,13.31524068226453,0.007333060517121363,177.2956344266324,53.77377654776423,97.64146572308215
27,38.52620617253268,13.716424059143009,0.006039718712161009,188.14028897023718,36.47820212202784,82.8433430539415
28,38.88860902043214,14.078826907042469,0.006040376217821238,198.21336707846302,36.4861448528204,85.04141122412106
29,39.276943081684195,14.467160968294522,0.006904092490580401,209.2987464825445,47.666493118488674,99.88261740122009
平均值, ,8.193249350765424,0.008052128186899354,83.52907421316303,8.336663778173419e-05,0.05980612224523217
a:0.011133124583175264,b:-0.0003760408434277763,r:-0.35376699322551697
转,换,的,温,度
0,24.990235119982774
1,25.04179491108414
2,26.64054307439252
3,27.001656608464987
4,27.594999309567605
5,28.678766727230403
6,29.194970099799583
7,29.659621384163962
8,30.124337353528283
9,30.61494108184403
10,31.002310766371266
11,31.493043598666922
12,31.95801497810878
13,32.47472586737492
14,32.88815222048905
15,33.17241257058128
16,33.71515871892729
17,34.128738902403086
18,34.594077947176245
19,34.98191011525478
20,35.31806783677488
21,35.887027395669946
22,36.30087719596688
23,36.663037947262666
24,37.12873106191271
25,37.56861213127178
26,37.905030980140566
27,38.34501461116785
28,38.70739773389751
29,39.06982030696678
30,39.48406585640161
还有最后一步没有算，因为考虑到要算那个值还要再输入四个数据，只为了这一步增加你的工作量不划算，所以就请你自己算出来吧！！
